NHGISCODE,GJOIN1970,GJOIN1980,GJOIN1990,GJOIN2000,GJOIN2010,GJOIN2012,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2012,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA125,AV0AA125M
"G4100670031607",,,"G4100670031607",,,,"Oregon","41","410","Washington County","067","0670","031607",,,"Tract 316.07",,,,,,4649,,,,
"G4100670031608",,,,"G4100670031608",,,"Oregon","41","410","Washington County","067","0670","031608",,,,"Census Tract 316.08",,,,,,6781,,,
"G4100670031609",,,,"G4100670031609","G4100670031609","G4100670031609","Oregon","41","410","Washington County","067","0670","031609",,,,"Census Tract 316.09","Census Tract 316.09","Census Tract 316.09, Washington County, Oregon",,,,5610,8468,8502,789
"G4100670031610",,,,"G4100670031610","G4100670031610","G4100670031610","Oregon","41","410","Washington County","067","0670","031610",,,,"Census Tract 316.10","Census Tract 316.10","Census Tract 316.10, Washington County, Oregon",,,,6546,7458,7963,568
"G4100670031611",,,,"G4100670031611","G4100670031611","G4100670031611","Oregon","41","410","Washington County","067","0670","031611",,,,"Census Tract 316.11","Census Tract 316.11","Census Tract 316.11, Washington County, Oregon",,,,6344,7147,7435,611
"G4100670031612",,,,"G4100670031612","G4100670031612","G4100670031612","Oregon","41","410","Washington County","067","0670","031612",,,,"Census Tract 316.12","Census Tract 316.12","Census Tract 316.12, Washington County, Oregon",,,,1589,3174,3130,334
"G4100670031613",,,,"G4100670031613","G4100670031613","G4100670031613","Oregon","41","410","Washington County","067","0670","031613",,,,"Census Tract 316.13","Census Tract 316.13","Census Tract 316.13, Washington County, Oregon",,,,4973,6902,6813,536
"G4100670031614",,,,,"G4100670031614","G4100670031614","Oregon","41","410","Washington County","067","0670","031614",,,,,"Census Tract 316.14","Census Tract 316.14, Washington County, Oregon",,,,,4901,5155,336
"G4100670031615",,,,,"G4100670031615","G4100670031615","Oregon","41","410","Washington County","067","0670","031615",,,,,"Census Tract 316.15","Census Tract 316.15, Washington County, Oregon",,,,,5430,5578,601
"G4100670031616",,,,,"G4100670031616","G4100670031616","Oregon","41","410","Washington County","067","0670","031616",,,,,"Census Tract 316.16","Census Tract 316.16, Washington County, Oregon",,,,,3112,3055,364
"G4100670031617",,,,,"G4100670031617","G4100670031617","Oregon","41","410","Washington County","067","0670","031617",,,,,"Census Tract 316.17","Census Tract 316.17, Washington County, Oregon",,,,,4716,4862,436
"G4100670031700","G41006700317",,,,,,"Oregon","41","410","Washington County","067","0670","031700","Tract  317",,,,,,4899,,,,,,
"G4100670031701",,"G4100670031701",,,,,"Oregon","41","410","Washington County","067","0670","031701",,"State: 41 County: 067 Tract: 317.01",,,,,,9603,,,,,
"G4100670031702",,"G4100670031702","G4100670031702",,,,"Oregon","41","410","Washington County","067","0670","031702",,"State: 41 County: 067 Tract: 317.02","Tract 317.02",,,,,4277,5195,,,,
"G4100670031703",,,"G4100670031703","G4100670031703","G4100670031703","G4100670031703","Oregon","41","410","Washington County","067","0670","031703",,,"Tract 317.03","Census Tract 317.03","Census Tract 317.03","Census Tract 317.03, Washington County, Oregon",,,3936,4591,4681,4834,357
"G4100670031704",,,"G4100670031704","G4100670031704","G4100670031704","G4100670031704","Oregon","41","410","Washington County","067","0670","031704",,,"Tract 317.04","Census Tract 317.04","Census Tract 317.04","Census Tract 317.04, Washington County, Oregon",,,6517,6744,8379,8927,475
"G4100670031705",,,,"G4100670031705","G4100670031705","G4100670031705","Oregon","41","410","Washington County","067","0670","031705",,,,"Census Tract 317.05","Census Tract 317.05","Census Tract 317.05, Washington County, Oregon",,,,3837,4891,5039,638
"G4100670031706",,,,"G4100670031706","G4100670031706","G4100670031706","Oregon","41","410","Washington County","067","0670","031706",,,,"Census Tract 317.06","Census Tract 317.06","Census Tract 317.06, Washington County, Oregon",,,,4508,5030,5248,464
"G4100670031800","G41006700318","G41006700318",,,,,"Oregon","41","410","Washington County","067","0670","031800","Tract  318","State: 41 County: 067 Tract: 318",,,,,3131,9357,,,,,
"G4100670031801",,,"G4100670031801",,,,"Oregon","41","410","Washington County","067","0670","031801",,,"Tract 318.01",,,,,,6830,,,,
"G4100670031802",,,"G4100670031802",,,,"Oregon","41","410","Washington County","067","0670","031802",,,"Tract 318.02",,,,,,7432,,,,
"G4100670031803",,,"G4100670031803",,,,"Oregon","41","410","Washington County","067","0670","031803",,,"Tract 318.03",,,,,,4996,,,,
"G4100670031804",,,,"G4100670031804","G4100670031804","G4100670031804","Oregon","41","410","Washington County","067","0670","031804",,,,"Census Tract 318.04","Census Tract 318.04","Census Tract 318.04, Washington County, Oregon",,,,4534,5751,5904,397
"G4100670031805",,,,"G4100670031805","G4100670031805","G4100670031805","Oregon","41","410","Washington County","067","0670","031805",,,,"Census Tract 318.05","Census Tract 318.05","Census Tract 318.05, Washington County, Oregon",,,,5948,7002,7064,290
"G4100670031806",,,,"G4100670031806","G4100670031806","G4100670031806","Oregon","41","410","Washington County","067","0670","031806",,,,"Census Tract 318.06","Census Tract 318.06","Census Tract 318.06, Washington County, Oregon",,,,5203,5505,5054,357
"G4100670031807",,,,"G4100670031807","G4100670031807","G4100670031807","Oregon","41","410","Washington County","067","0670","031807",,,,"Census Tract 318.07","Census Tract 318.07","Census Tract 318.07, Washington County, Oregon",,,,3519,3641,3909,250
"G4100670031808",,,,"G4100670031808",,,"Oregon","41","410","Washington County","067","0670","031808",,,,"Census Tract 318.08",,,,,,8363,,,
"G4100670031809",,,,"G4100670031809",,,"Oregon","41","410","Washington County","067","0670","031809",,,,"Census Tract 318.09",,,,,,7878,,,
"G4100670031812",,,,,"G4100670031812","G4100670031812","Oregon","41","410","Washington County","067","0670","031812",,,,,"Census Tract 318.12","Census Tract 318.12, Washington County, Oregon",,,,,5479,5244,602
"G4100670031813",,,,,"G4100670031813","G4100670031813","Oregon","41","410","Washington County","067","0670","031813",,,,,"Census Tract 318.13","Census Tract 318.13, Washington County, Oregon",,,,,5721,6177,392
"G4100670031814",,,,,"G4100670031814","G4100670031814","Oregon","41","410","Washington County","067","0670","031814",,,,,"Census Tract 318.14","Census Tract 318.14, Washington County, Oregon",,,,,3992,4107,238
"G4100670031815",,,,,"G4100670031815","G4100670031815","Oregon","41","410","Washington County","067","0670","031815",,,,,"Census Tract 318.15","Census Tract 318.15, Washington County, Oregon",,,,,6422,6992,441
"G4100670031900","G41006700319",,,,,,"Oregon","41","410","Washington County","067","0670","031900","Tract  319",,,,,,7457,,,,,,
"G4100670031901",,"G4100670031901","G4100670031901",,,,"Oregon","41","410","Washington County","067","0670","031901",,"State: 41 County: 067 Tract: 319.01","Tract 319.01",,,,,5782,8367,,,,
"G4100670031902",,"G4100670031902",,,,,"Oregon","41","410","Washington County","067","0670","031902",,"State: 41 County: 067 Tract: 319.02",,,,,,6828,,,,,
"G4100670031903",,,"G4100670031903","G4100670031903",,,"Oregon","41","410","Washington County","067","0670","031903",,,"Tract 319.03","Census Tract 319.03",,,,,7199,9078,,,
"G4100670031904",,,"G4100670031904","G4100670031904","G4100670031904","G4100670031904","Oregon","41","410","Washington County","067","0670","031904",,,"Tract 319.04","Census Tract 319.04","Census Tract 319.04","Census Tract 319.04, Washington County, Oregon",,,2581,2758,2880,2972,221
"G4100670031905",,,,"G4100670031905",,,"Oregon","41","410","Washington County","067","0670","031905",,,,"Census Tract 319.05",,,,,,10131,,,
"G4100670031906",,,,"G4100670031906",,,"Oregon","41","410","Washington County","067","0670","031906",,,,"Census Tract 319.06",,,,,,9126,,,
"G4100670031907",,,,,"G4100670031907","G4100670031907","Oregon","41","410","Washington County","067","0670","031907",,,,,"Census Tract 319.07","Census Tract 319.07, Washington County, Oregon",,,,,5486,5508,407
"G4100670031908",,,,,"G4100670031908","G4100670031908","Oregon","41","410","Washington County","067","0670","031908",,,,,"Census Tract 319.08","Census Tract 319.08, Washington County, Oregon",,,,,6896,7292,412
"G4100670031909",,,,,"G4100670031909","G4100670031909","Oregon","41","410","Washington County","067","0670","031909",,,,,"Census Tract 319.09","Census Tract 319.09, Washington County, Oregon",,,,,4714,4683,318
"G4100670031910",,,,,"G4100670031910","G4100670031910","Oregon","41","410","Washington County","067","0670","031910",,,,,"Census Tract 319.10","Census Tract 319.10, Washington County, Oregon",,,,,7993,8410,441
"G4100670031911",,,,,"G4100670031911","G4100670031911","Oregon","41","410","Washington County","067","0670","031911",,,,,"Census Tract 319.11","Census Tract 319.11, Washington County, Oregon",,,,,4839,4486,243
"G4100670031912",,,,,"G4100670031912","G4100670031912","Oregon","41","410","Washington County","067","0670","031912",,,,,"Census Tract 319.12","Census Tract 319.12, Washington County, Oregon",,,,,4446,4310,334
"G4100670032000","G41006700320","G41006700320","G41006700320",,,,"Oregon","41","410","Washington County","067","0670","032000","Tract  320","State: 41 County: 067 Tract: 320","Tract 320",,,,1839,6201,8866,,,,
"G4100670032001",,,,"G4100670032001","G4100670032001","G4100670032001","Oregon","41","410","Washington County","067","0670","032001",,,,"Census Tract 320.01","Census Tract 320.01","Census Tract 320.01, Washington County, Oregon",,,,4970,5445,5589,416
"G4100670032002",,,,"G4100670032002",,,"Oregon","41","410","Washington County","067","0670","032002",,,,"Census Tract 320.02",,,,,,9255,,,
"G4100670032003",,,,,"G4100670032003","G4100670032003","Oregon","41","410","Washington County","067","0670","032003",,,,,"Census Tract 320.03","Census Tract 320.03, Washington County, Oregon",,,,,3756,3508,433
"G4100670032004",,,,,"G4100670032004","G4100670032004","Oregon","41","410","Washington County","067","0670","032004",,,,,"Census Tract 320.04","Census Tract 320.04, Washington County, Oregon",,,,,1923,1829,175
"G4100670032005",,,,,"G4100670032005","G4100670032005","Oregon","41","410","Washington County","067","0670","032005",,,,,"Census Tract 320.05","Census Tract 320.05, Washington County, Oregon",,,,,4169,3918,422
"G4100670032100","G41006700321",,,,,,"Oregon","41","410","Washington County","067","0670","032100","Tract  321",,,,,,3434,,,,,,
"G4100670032101",,"G4100670032101","G4100670032101",,,,"Oregon","41","410","Washington County","067","0670","032101",,"State: 41 County: 067 Tract: 321.01","Tract 321.01",,,,,3028,3680,,,,
